GaugeID, Lat, Lon, Start Time (UTC), End Time (UTC), Peak Q (cms), Peak Time (UTC), Delta Time (h)
08269000,36.439444,-105.503611,1991-05-22 00:45:00,1991-05-23 14:00:00,18.6325,1991-05-22 11:15:00,10.5000
08269000,36.439444,-105.503611,1994-05-17 03:45:00,1994-05-17 14:45:00,11.4683,1994-05-17 07:00:00,3.2500
08269000,36.439444,-105.503611,1994-05-19 04:00:00,1994-05-21 17:15:00,13.7620,1994-05-20 06:00:00,26.0000
08255500,36.966944,-105.507222,1994-05-17 07:00:00,1994-05-21 06:45:00,13.3939,1994-05-19 11:00:00,52.0000
08255500,36.966944,-105.507222,1994-05-30 03:45:00,1994-06-05 06:00:00,12.2329,1994-06-02 04:30:00,72.7500
08255500,36.966944,-105.507222,2005-04-19 08:00:00,2005-04-19 10:15:00,11.9497,2005-04-19 09:30:00,1.5000
08255500,36.966944,-105.507222,2005-05-22 02:45:00,2005-05-27 06:00:00,16.3671,2005-05-24 07:00:00,52.2500
08255500,36.966944,-105.507222,2010-04-14 06:15:00,2010-04-14 08:15:00,12.1479,2010-04-14 07:15:00,1.0000
08287000,36.236944,-106.416389,1991-05-14 06:00:00,1991-05-21 15:00:00,57.4832,1991-05-18 22:30:00,112.5000
08287000,36.236944,-106.416389,1991-05-23 19:15:00,1991-05-30 14:15:00,56.0674,1991-05-23 19:45:00,0.5000
08287000,36.236944,-106.416389,1991-07-04 08:30:00,1991-07-05 06:00:00,50.9703,1991-07-04 20:30:00,12.0000
08287000,36.236944,-106.416389,1992-04-23 13:15:00,1992-04-23 21:15:00,51.8198,1992-04-23 13:30:00,0.2500
08287000,36.236944,-106.416389,1992-04-27 14:45:00,1992-06-19 15:00:00,57.2000,1992-05-01 22:30:00,103.7500
08287000,36.236944,-106.416389,1993-04-13 22:14:33,1993-05-04 04:44:30,53.8020,1993-04-17 11:01:57,84.7900
08287000,36.236944,-106.416389,1993-05-05 07:15:21,1993-05-12 05:05:30,50.1208,1993-05-05 08:15:21,1.0000
08287000,36.236944,-106.416389,1993-05-13 16:36:36,1993-05-17 14:09:33,51.5367,1993-05-14 00:36:51,8.0042
08287000,36.236944,-106.416389,1993-05-19 16:26:06,1993-05-20 17:26:54,50.9703,1993-05-19 20:41:15,4.2525
08287000,36.236944,-106.416389,1993-05-28 01:21:27,1993-05-29 14:09:30,50.4040,1993-05-29 13:24:24,36.0492
08287000,36.236944,-106.416389,1993-06-02 16:17:36,1993-06-08 02:13:18,50.1208,1993-06-04 17:51:42,49.5683
08287000,36.236944,-106.416389,1993-06-11 12:05:03,1993-07-07 19:12:09,54.6515,1993-06-12 19:22:39,31.2933
08287000,36.236944,-106.416389,1994-04-07 01:29:39,1994-04-15 13:45:00,54.9347,1994-04-09 17:45:00,64.2558
08287000,36.236944,-106.416389,1994-04-28 05:15:00,1994-05-06 21:00:00,54.0852,1994-04-28 05:30:00,0.2500
08287000,36.236944,-106.416389,1994-05-10 16:38:06,1994-05-13 17:01:24,51.8198,1994-05-11 18:00:30,25.3733
08287000,36.236944,-106.416389,1994-05-18 18:10:09,1994-05-25 15:05:48,52.1030,1994-05-22 17:11:42,95.0258
08287000,36.236944,-106.416389,1994-05-28 19:57:48,1994-06-03 05:48:57,51.8198,1994-06-02 09:54:54,109.9517
08287000,36.236944,-106.416389,1995-04-25 21:30:00,1995-05-01 06:00:00,52.1030,1995-04-26 15:30:00,18.0000
08287000,36.236944,-106.416389,1995-05-02 20:30:00,1995-05-03 12:30:00,50.1208,1995-05-02 20:45:00,0.2500
08287000,36.236944,-106.416389,1995-05-07 03:15:00,1995-05-13 05:30:00,52.9525,1995-05-13 01:00:00,141.7500
08287000,36.236944,-106.416389,1995-05-18 17:15:00,1995-05-22 15:30:00,52.3862,1995-05-22 02:45:00,81.5000
08287000,36.236944,-106.416389,1995-05-23 19:45:00,1995-06-09 13:00:00,54.0852,1995-05-24 16:15:00,20.5000
08287000,36.236944,-106.416389,1996-05-19 15:15:00,1996-05-19 16:30:00,51.8198,1996-05-19 16:30:00,1.2500
08287000,36.236944,-106.416389,1997-06-11 17:15:00,1997-06-17 19:30:00,51.5367,1997-06-14 16:00:00,70.7500
08287000,36.236944,-106.416389,1998-05-04 22:30:00,1998-06-02 21:00:00,52.3862,1998-05-08 23:15:00,96.7500
08287000,36.236944,-106.416389,1999-05-17 21:15:00,1999-05-24 18:15:00,54.6515,1999-05-18 00:30:00,3.2500
08287000,36.236944,-106.416389,1999-05-27 15:30:00,1999-06-04 20:00:00,51.5367,1999-05-27 18:00:00,2.5000
08287000,36.236944,-106.416389,2004-05-15 20:15:00,2004-05-16 16:30:00,52.6693,2004-05-15 23:00:00,2.7500
08287000,36.236944,-106.416389,2005-04-18 16:15:00,2005-04-23 01:15:00,55.2179,2005-04-19 18:30:00,26.2500
08287000,36.236944,-106.416389,2005-04-27 23:15:00,2005-04-28 01:30:00,50.1208,2005-04-28 01:15:00,2.0000
08287000,36.236944,-106.416389,2005-05-02 03:15:00,2005-05-02 20:15:00,49.8377,2005-05-02 05:30:00,2.2500
08287000,36.236944,-106.416389,2005-05-20 04:15:00,2005-05-20 11:45:00,49.8377,2005-05-20 08:00:00,3.7500
