GaugeID, Lat, Lon, Start Time (UTC), End Time (UTC), Peak Q (cms), Peak Time (UTC), Delta Time (h)
06142400,48.578889,-109.390556,1996-04-08 06:00:00,1996-04-10 13:00:00,6.7394,1996-04-08 11:00:00,5.0000
06142400,48.578889,-109.390556,1998-06-29 01:00:00,1998-06-29 18:45:00,2.4069,1998-06-29 06:00:00,5.0000
06142400,48.578889,-109.390556,1999-06-03 18:45:00,1999-06-05 11:30:00,5.1820,1999-06-04 15:15:00,20.5000
06142400,48.578889,-109.390556,2007-04-21 03:00:00,2007-04-21 18:15:00,2.5768,2007-04-21 07:15:00,4.2500
06142400,48.578889,-109.390556,2007-05-30 11:45:00,2007-06-02 03:30:00,3.0299,2007-05-31 07:15:00,19.5000
06142400,48.578889,-109.390556,2007-06-07 04:45:00,2007-06-10 13:00:00,4.1909,2007-06-08 03:15:00,22.5000
06142400,48.578889,-109.390556,2007-06-25 03:45:00,2007-06-25 04:15:00,2.4352,2007-06-25 04:00:00,0.2500
06142400,48.578889,-109.390556,2008-05-26 04:15:00,2008-05-29 18:15:00,4.3608,2008-05-27 04:15:00,24.0000
06142400,48.578889,-109.390556,2008-06-03 16:30:00,2008-06-03 22:45:00,2.7467,2008-06-03 18:15:00,1.7500
06142400,48.578889,-109.390556,2008-06-10 05:15:00,2008-06-23 05:45:00,6.1731,2008-06-15 13:45:00,128.5000
06142400,48.578889,-109.390556,2008-06-25 06:00:00,2008-06-26 05:45:00,2.8600,2008-06-25 08:45:00,2.7500
06142400,48.578889,-109.390556,2008-06-29 06:15:00,2008-06-30 04:45:00,2.4069,2008-06-29 06:30:00,0.2500
06142400,48.578889,-109.390556,2009-04-30 08:45:00,2009-04-30 15:00:00,2.7184,2009-04-30 09:15:00,0.5000
06142400,48.578889,-109.390556,2009-05-05 06:30:00,2009-05-06 15:30:00,3.0582,2009-05-05 19:45:00,13.2500
06142400,48.578889,-109.390556,2009-05-14 08:00:00,2009-05-17 14:30:00,3.1149,2009-05-16 05:15:00,45.2500
06142400,48.578889,-109.390556,2009-05-19 13:30:00,2009-05-19 17:15:00,2.5768,2009-05-19 15:15:00,1.7500
06142400,48.578889,-109.390556,2010-04-30 18:00:00,2010-05-01 22:15:00,3.7661,2010-05-01 05:00:00,11.0000
06142400,48.578889,-109.390556,2010-07-12 07:15:00,2010-07-13 07:15:00,2.5768,2010-07-12 17:45:00,10.5000
06142400,48.578889,-109.390556,2011-04-01 17:00:00,2011-04-04 08:45:00,2.7467,2011-04-02 04:45:00,11.7500
06142400,48.578889,-109.390556,2011-04-06 16:00:00,2011-04-07 10:15:00,2.6335,2011-04-06 21:15:00,5.2500
06142400,48.578889,-109.390556,2011-04-12 20:30:00,2011-04-21 19:45:00,2.9733,2011-04-15 18:30:00,70.0000
06142400,48.578889,-109.390556,2011-07-15 03:15:00,2011-07-15 21:45:00,2.8034,2011-07-15 12:45:00,9.5000
