site_no,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd
06479449,44.91724198,-97.18743650,R,NAD83
06479452,44.94885319,-97.16090830,R,NAD83
06479490,45.00818670,-97.10621330,R,NAD83
06479498,44.95302009,-97.10674030,R,NAD83
06479500,44.94246436,-97.14618560,M,NAD83
06479512,44.88940887,-97.11896200,M,NAD83
06479515,44.91885360,-97.04562710,R,NAD83
06479520,44.84774230,-97.04951500,M,NAD83
06479525,44.73154780,-97.04465180,M,NAD83
06479770,44.46752240,-96.88742040,R,NAD83
06480000,44.18024730,-96.74949600,M,NAD83
06480650,44.06269306,-96.48562600,M,NAD83
06481000,43.79044595,-96.74566230,M,NAD83
06481400,43.57303070,-96.76421790,R,NAD83
06481480,43.84819590,-96.83683130,M,NAD83
06481493,43.63611510,-96.90041540,R,NAD83
06481497,43.63080885,-96.82727490,R,NAD83
06481500,43.53358676,-96.79088490,M,NAD83
06482000,43.50108640,-96.74838400,M,NAD83
06482010,43.60219700,-96.73171700,R,NAD83
06482020,43.56700265,-96.71132740,M,NAD83
06482610,43.61636276,-96.56532270,M,NAD83
06483950,43.05137597,-96.48975450,R,NAD83
06485910,42.62638330,-96.51558680,R,NAD83
06486000,42.48582760,-96.41391840,F,NAD83
06600900,42.14805556,-96.48333330,S,NAD83
06601000,42.32166667,-96.48777780,S,NAD83
06609100,41.55055556,-96.09638890,S,NAD83
06610000,41.25888735,-95.92251380,F,NAD83
06610705,41.50888889,-96.21027780,H,NAD83
06610710,41.45110830,-96.19066390,S,NAD83
06610720,41.37888889,-96.18250000,S,NAD83
06610732,41.30666465,-96.10418520,F,NAD83
06610740,41.24897500,-96.07935830,5,NAD83
06610742,41.36477778,-96.10061110,1,NAD83
06610750,41.31055556,-96.04750000,F,NAD83
06610760,41.27769444,-96.03505560,1,NAD83
06610765,41.24527778,-96.02027780,S,NAD83
06610770,41.20541556,-96.01668260,5,NAD83
06610773,41.29286110,-96.25238890,1,NAD83
06610780,41.24866667,-96.16844440,1,NAD83
06610785,41.20736110,-96.12761110,1,NAD83
06610786,41.17276389,-96.21598330,H,NAD83
06610788,41.18055556,-96.13916670,S,NAD83
06610793,41.15575000,-96.04305560,1,NAD83
06610795,41.11783330,-95.93766670,1,NAD83
06680500,41.84994444,-103.67555560,1,NAD83
06762500,41.22777778,-103.89305560,S,NAD83
06764880,41.12611110,-101.57666670,S,NAD83
06768000,40.68250000,-99.54055560,S,NAD83
06768020,40.70723067,-99.55982890,S,NAD83
06768025,40.67888889,-99.48916670,S,NAD83
06768035,40.68556520,-99.43926800,5,NAD83
06769000,40.73445350,-99.50593700,S,NAD83
06769525,40.72889880,-99.39898850,S,NAD83
06770200,40.65805556,-99.08611110,S,NAD83
06770500,40.87445670,-98.28200440,S,NAD83
06772100,40.87472220,-98.37833330,1,NAD83
06772775,41.09083330,-98.07777780,S,NAD83
06772898,41.29722220,-97.71388890,S,NAD83
06773500,41.32890300,-97.67532960,S,NAD83
06774000,41.36833330,-97.49527780,S,NAD83
06775500,41.83091667,-100.09952780,H,NAD83
06775900,41.77861110,-100.52527780,S,NAD83
06777495,41.66298610,-99.63559720,1,NAD83
06781600,41.42277778,-100.20337780,H,NAD83
06781900,41.19278056,-99.70860830,1,NAD83
06784000,41.03250000,-98.74055560,S,NAD83
06785000,41.20350000,-98.44611110,H,NAD83
06785500,41.94166667,-99.86027780,S,NAD83
06786000,41.77694444,-99.37916670,S,NAD83
06790500,41.26334596,-98.44923600,S,NAD83
06792500,41.40916667,-97.79361110,S,NAD83
06793000,41.41861110,-97.72361110,S,NAD83
06794000,41.44140210,-97.73477450,S,NAD83
06794650,41.35194444,-97.40333330,S,NAD83
06795500,41.52611110,-97.28166670,S,NAD83
06796000,41.45277778,-96.77555560,S,NAD83
06796500,41.32000000,-96.40388890,S,NAD83
06796550,41.19805528,-96.33974460,S,NAD83
06797500,42.26844444,-98.33936110,H,NAD83
06799000,42.00377778,-97.42602780,H,NAD83
06799100,42.14850000,-97.47852780,H,NAD83
06799315,41.99527778,-97.05805560,S,NAD83
06799350,41.83944410,-96.72753240,F,NAD83
06799445,42.27694480,-96.86198620,F,NAD83
06799500,41.71277778,-96.52194440,S,NAD83
06800000,41.56116667,-96.54083330,S,NAD83
06800500,41.29333330,-96.28388890,S,NAD83
06801000,41.06222220,-96.32472220,S,NAD83
06803000,40.65777778,-96.66555560,S,NAD83
06803080,40.77027778,-96.71888890,S,NAD83
06803093,40.76750260,-96.79696500,F,NAD83
06803170,40.81080556,-96.80608330,S,NAD83
06803300,40.80494444,-96.68508330,1,NAD83
06803420,41.13325000,-96.87225000,1,NAD83
06803430,41.07491667,-96.83838890,1,NAD83
06803486,40.85527778,-96.77944440,S,NAD83
06803495,40.83861110,-96.69138890,S,NAD83
06803500,40.84666667,-96.68166670,S,NAD83
06803502,40.83536389,-96.66555830,S,NAD83
06803510,40.89305556,-96.68166670,S,NAD83
06803513,40.88611140,-96.62417950,M,NAD83
06803520,40.85694448,-96.59529020,S,NAD83
06803530,41.01583330,-96.54416670,S,NAD83
06803555,40.96555556,-96.45444440,S,NAD83
06804000,41.14750000,-96.53777780,S,NAD83
06804700,41.05361110,-96.36777780,S,NAD83
06805000,41.05166667,-96.33861110,S,NAD83
06805020,40.99933610,-96.23089720,1,NAD83
06805500,41.01527778,-96.15777780,S,NAD83
06805570,41.05786110,-95.92800000,S,NAD83
06805600,41.00111040,-95.86667510,1,NAD83
06806500,40.79416667,-95.91138890,S,NAD83
06807000,40.68194600,-95.84694600,F,NAD83
06810070,40.39888889,-95.65333330,S,NAD83
06811500,40.39277778,-95.81277780,S,NAD83
06813500,40.05363889,-95.42241670,1,NAD83
06814500,40.15694485,-95.94472060,S,NAD83
06815000,40.03555770,-95.59609570,S,NAD83
06821500,40.02916667,-101.96750000,S,NAD83
06823000,40.06943516,-102.05129790,S,NAD83
06823500,40.03944444,-101.86666670,S,NAD83
06824000,40.04222220,-101.72805560,S,NAD83
06824500,40.03444444,-101.54277780,S,NAD83
06827500,40.01027778,-101.54194440,S,NAD83
06828500,40.14055556,-101.22972220,S,NAD83
06834000,40.35166667,-101.12361110,S,NAD83
06835500,40.23472150,-100.87821390,S,NAD83
06836500,40.14583655,-100.67320830,S,NAD83
06837000,40.18777778,-100.61861110,S,NAD83
06838000,40.23472220,-100.50083330,S,NAD83
06843500,40.28444444,-100.14361110,S,NAD83
06844500,40.13166667,-99.50250000,S,NAD83
06847000,40.12000680,-99.89345660,S,NAD83
06847500,40.11833330,-99.51694440,S,NAD83
06852500,40.00418070,-98.13226780,S,NAD83
06853020,40.06416667,-98.33083330,S,NAD83
06880800,40.73111770,-97.17754130,F,NAD83
06881000,40.59666667,-96.96055560,S,NAD83
06881380,40.36722220,-96.88944440,S,NAD83
06881430,40.29166746,-96.83419390,F,NAD83
06882000,40.04472220,-96.58722220,S,NAD83
06883000,40.33250000,-98.06694440,S,NAD83
06883530,40.21502778,-97.82062220,1,NAD83
06884000,40.14647220,-97.20072220,1,NAD83
321411081004400,32.23638889,-81.01222220,S,NAD83
322033080274700,32.34250000,-80.46305560,S,NAD83
322324080463000,32.39000000,-80.77500000,S,NAD83
322338080403600,32.39388889,-80.67666670,S,NAD83
322548080401100,32.43000000,-80.66972220,R,NAD83
324438080332200,32.74388889,-80.55611110,S,NAD83
324554080264600,32.76517757,-80.44593590,S,NAD83
324636079483900,32.77666667,-79.81083330,S,NAD83
324657079573800,32.78250000,-79.96055560,S,NAD83
324708080062700,32.78555556,-80.10750000,S,NAD83
325755080090300,32.96522220,-80.15091670,S,NAD83
330428079214800,33.07444444,-79.36333330,S,NAD83
332127079173900,33.35750000,-79.29416670,U,NAD83
333250079240400,33.54722220,-79.40111110,S,NAD83
333718079255900,33.62166667,-79.43305560,S,NAD83
335025079265600,33.84044280,-79.44866700,S,NAD83
335401078512800,33.90027778,-78.85777780,S,NAD83
335413079261000,33.90349444,-79.43606389,S,NAD83
335512079392400,33.92000000,-79.65666670,S,NAD83
335957080495100,33.99916667,-80.83083330,S,NAD83
340001080555400,34.00027778,-80.93166670,S,NAD83
363342076261100,36.56177778,-76.43630560,1,NAD83
364145076245400,36.69583330,-76.41500000,S,NAD83
364259076262300,36.71646110,-76.43976110,H,NAD83
364312076211800,36.72005000,-76.35505000,H,NAD83
364314076211900,36.72065000,-76.35540000,H,NAD83
364336076231300,36.72666944,-76.38713060,H,NAD83
364336076231400,36.72659720,-76.38717778,H,NAD83
364355076245000,36.73190000,-76.41391110,H,NAD83
371631079542600,37.27532778,-79.90730000,S,NAD83
372405079110100,37.40155556,-79.18386110,S,NAD83
413054100220201,41.51500000,-100.36722220,S,NAD83
